ra_num,anos,inde_media,inde_dp,inde_min,inde_max,ano_ultimo,Fase_num,RA
205,2,6.114812499999999,1.0504955118002648,5.372,6.857625,2023,4,RA-205
868,2,7.897658333300001,1.048344728721295,7.156366666600001,8.63895,2024,,RA-868
1097,2,6.215012447816667,1.0460761682162256,5.475324895633334,6.9547,2024,3,RA-1097
1203,2,8.218683114200001,1.0335658865746202,7.487841667,8.9495245614,2024,6,RA-1203
954,2,7.55306492095,1.0314070524485508,6.82375,8.2823798419,2024,1,RA-954
616,3,6.1242923976777774,1.023695349572309,5.457877193033333,7.303,2024,3,RA-616
1130,2,7.283826470599999,1.0180549084708672,6.563952941199999,8.0037,2024,3,RA-1130
905,2,7.11180784295,1.0171384424331458,6.3925823529,7.831033333,2024,,RA-905
529,3,6.351706746166666,1.0157248771017267,5.2661285715,7.278991667,2024,2,RA-529
747,3,6.5158158731,1.008829288740969,5.8450809523,7.676,2024,1,RA-747
929,2,8.42781842105,0.9947317684744919,7.7244368421,9.1312,2024,,RA-929
556,3,6.920859126977778,0.983560557863574,5.833377380933333,7.7482,2024,3,RA-556
847,3,6.130030303033334,0.9818984427299706,5.009290909100001,6.839,2024,1,RA-847
850,3,7.1901651515000005,0.9805790160891827,6.06525,7.864245454500001,2024,1,RA-850
552,2,5.9368333335,0.9732146329373825,5.248666667,6.625,2023,1,RA-552
995,2,5.79428603895,0.9672003992132157,5.110372077899999,6.4782,2024,1,RA-995
436,2,6.0046833335,0.9649414835975003,5.322366667,6.687,2023,2,RA-436
559,3,7.2465085471111115,0.9554727947047217,6.158158974333333,7.947366667,2024,3,RA-559
1020,2,8.28338939375,0.9490872929034327,7.612283333,8.9544954545,2024,1,RA-1020
301,3,7.324390789588889,0.9411150919291055,6.760341667,8.410830701766667,2024,4,RA-301
836,3,7.1100512626,0.941093128591056,6.0234537878,7.665,2024,1,RA-836
568,3,6.605521428577778,0.9334218594965185,5.545864285733334,7.306,2024,3,RA-568
497,3,5.512726984133334,0.9307796022041692,4.4960809524,6.323,2024,2,RA-497
805,3,7.236195634933334,0.9301707532941906,6.492,8.279,2024,1,RA-805
307,2,5.3901666665,0.929374012503817,4.733,6.047333333,2023,3,RA-307
1036,2,7.627356858050001,0.9288180265332959,6.970583333,8.2841303831,2024,2,RA-1036
1172,2,6.374836706166667,0.9266940217059811,5.719565079333334,7.030108333,2024,5,RA-1172
741,3,6.082096179133333,0.9227763549746473,5.0795885374,6.896,2024,1,RA-741
706,3,6.893965476199999,0.9220424174721347,5.8701964286,7.659,2024,2,RA-706
1067,2,7.19074583315,0.9182311885914539,6.541458333,7.840033333300001,2024,1,RA-1067
1146,2,6.0414459689,0.916604650590968,5.3933086048000005,6.689583333,2024,3,RA-1146
244,3,8.092277777666666,0.9137448942843929,7.044333333,8.7225,2024,5,RA-244
750,3,5.5239767896666665,0.9117067776258211,4.542230369,6.344,2024,1,RA-750
879,2,7.4660659091,0.910139636930191,6.8225,8.1096318182,2024,1,RA-879
639,3,6.655893588133334,0.9087191879138107,5.7693807644,7.5853,2024,3,RA-639
771,3,6.998336507933334,0.90487427524898,6.066009523800001,7.873,2024,,RA-771
752,3,7.6145392166666666,0.9042786915700214,6.57279265,8.197,2024,2,RA-752
1136,2,6.096639915933334,0.9029189099209463,5.458179831866667,6.7351,2024,3,RA-1136
1008,2,7.5013457219,0.8974659768290064,6.8667414438000005,8.13595,2024,,RA-1008
517,3,6.598288861055555,0.8971074946600294,5.880466583166668,7.604,2024,3,RA-517
725,3,7.1791479533,0.8970061877402788,6.33,8.117366667,2024,,RA-725
938,2,7.37140134575,0.8968961444349187,6.7372,8.0056026915,2024,,RA-938
863,2,5.2990924242,0.8918844969096981,4.6684348484000004,5.92975,2024,,RA-863
705,3,6.303415873033334,0.891118074982288,5.294247619100001,6.982,2024,1,RA-705
791,2,6.8774583335,0.8903063628432596,6.247916667,7.507,2023,1,RA-791
608,3,6.798909299600001,0.8881482364379871,5.778986231800001,7.401741667,2024,2,RA-608
449,2,6.7697541665,0.8863642425381447,6.143,7.396508333,2023,3,RA-449
78,3,7.217551956266667,0.8851607360938247,6.434625,8.1780308688,2024,7,RA-78
605,3,7.000962963066667,0.8788164968376253,6.0175222222,7.709366667,2024,3,RA-605
1147,2,6.453050925766667,0.8767168180639798,5.833118518533334,7.072983333,2024,3,RA-1147
278,3,7.9472714976,0.8753290678221772,7.1935,8.907314492800001,2024,5,RA-278
776,3,4.881475396933333,0.8736860838274123,3.898,5.567916667,2024,1,RA-776
94,3,8.282455555444445,0.8717098591155141,7.289333333,8.921,2024,6,RA-94
674,2,7.2474,0.8691756554345046,6.6328,7.862,2023,,RA-674
1106,2,6.550236043133333,0.8682761546090892,5.936272086266667,7.1642,2024,3,RA-1106
161,3,7.155204085111111,0.85808747377564,6.250166667,7.957,2024,5,RA-161
874,2,6.417296969700001,0.8574333973754494,5.811,7.0235939394,2024,1,RA-874
822,3,6.2120892841333335,0.8538820001589739,5.2645678524,6.922,2024,1,RA-822
645,3,7.067090909,0.8514536705080428,6.086,7.613033333,2024,2,RA-645
760,3,7.220971717066668,0.8468760613129686,6.548333333,8.172,2024,3,RA-760
923,2,8.28640454545,0.8454104393495987,7.688609090900001,8.8842,2024,1,RA-923
950,2,8.289830952400001,0.8433931952954454,7.693461904800001,8.8862,2024,,RA-950
227,3,7.422380151777777,0.8424962124758821,6.471,8.074015455333335,2024,3,RA-227
709,3,6.279826965266667,0.8402628995528705,5.313,6.833780895800001,2024,1,RA-709
433,3,6.45778571428889,0.8394330777662142,5.557,7.218157142866668,2024,3,RA-433
387,3,5.747611111,0.8314478059514402,4.794333333,6.323,2024,3,RA-387
276,2,6.1087291665,0.822689276892296,5.527,6.690458333,2023,4,RA-276
70,2,6.2905666665,0.8182168265012911,5.712,6.869133333,2023,5,RA-70
245,3,8.093266666755556,0.8050098182298492,7.171166667,8.656,2024,7,RA-245
792,3,6.895904084333334,0.8031632422461482,6.036012253,7.6267,2024,1,RA-792
1021,2,7.5316015153,0.8018376621259128,6.964616667,8.0985863636,2024,1,RA-1021
558,3,5.734129278711111,0.8016528607787758,5.048054503133334,6.615333333,2024,3,RA-558
241,3,7.931872222244444,0.7970134141531945,7.016,8.468,2024,7,RA-241
562,3,7.690855555444444,0.7967340533516539,6.824833333,8.392733333333334,2024,3,RA-562
175,3,7.114551169711111,0.7928764909994099,6.569516667,8.024136842133334,2024,6,RA-175
442,3,7.315201960888889,0.790093330291752,6.814166667,8.226,2024,4,RA-442
867,2,8.1411090909,0.7892597326863494,7.583018181800001,8.6992,2024,,RA-867
719,3,6.3616989899,0.784991333674934,5.552,7.1193969697,2024,1,RA-719
973,2,6.380293181800001,0.7799998479359693,5.82875,6.9318363636,2024,,RA-973
671,2,7.06565,0.7797266476144054,6.5143,7.617,2023,,RA-671
338,3,7.725745666155556,0.7785668693359082,6.837,8.287441667,2024,4,RA-338
313,3,6.687980555666667,0.7784560831063603,5.8,7.2528500000000005,2024,4,RA-313
623,3,7.237477777766667,0.7771608187353972,6.357733333300001,7.8307,2024,3,RA-623
854,3,7.521899999966667,0.774465577007507,6.6415,8.098,2024,1,RA-854
785,3,8.311577777866667,0.7712477230152759,7.642,9.1548666666,2024,2,RA-785
64,3,7.854716242088888,0.7709617286299094,7.368,8.743607059266667,2024,7,RA-64
612,3,8.3796080807,0.7704936227460718,7.594,9.134040909100001,2024,2,RA-612
1084,2,7.450955482466666,0.7691122925178918,6.9071109649333335,7.9948,2024,3,RA-1084
851,3,6.631586736966667,0.7653626238121596,6.1683,7.515,2024,1,RA-851
1207,2,7.045759868433334,0.758853041497143,6.509169736866667,7.58235,2024,5,RA-1207
494,3,7.148638220444444,0.7581474860567418,6.407,7.922281328333334,2024,3,RA-494
250,3,8.202033641855556,0.7559835389321453,7.598208333,9.049892592566668,2024,4,RA-250
772,2,6.4620833335,0.7522437638165864,5.930166667,6.994,2023,1,RA-772
856,2,7.86675,0.7513009550107067,7.3355,8.398,2023,,RA-856
670,3,8.3059846561,0.7512133354347459,7.451,8.8602539683,2024,3,RA-670
1210,2,7.7006416665,0.7489085773033942,7.171083333,8.2302,2024,6,RA-1210
191,3,7.930788889,0.7483528357764561,7.263666667,8.74,2024,7,RA-191
714,3,6.1656776226000005,0.7476240766096119,5.4653662008,6.953,2024,2,RA-714
729,3,7.368327777766667,0.7406118634869457,6.684533333300001,8.155,2024,,RA-729
746,3,7.358825926033333,0.7393128077179405,6.517166667,7.903311111100001,2024,2,RA-746
518,3,7.194649456966666,0.7355269871423985,6.3467483709,7.661,2024,3,RA-518
770,3,7.375737092733334,0.734756948606676,6.6785,8.143,2024,,RA-770
467,3,6.887576169711111,0.7345037367889846,6.38,7.7298118421333335,2024,4,RA-467
534,3,6.686118351422222,0.7343614242071211,5.8385,7.131,2024,3,RA-534
876,2,8.1306285714,0.7333707473853106,7.612057142800001,8.6492,2024,1,RA-876
131,3,6.796504629544445,0.7324099983973101,5.952358333,7.263155555633333,2024,5,RA-131
679,2,6.6551833335,0.7308891390247532,6.138366667,7.172,2023,1,RA-679
1178,2,7.579974801600001,0.7261983836986139,7.066475,8.0934746032,2024,5,RA-1178
262,3,4.999534598355555,0.7238637878357181,4.406458333,5.806145462066667,2024,4,RA-262
907,2,8.45106111095,0.7226238464190272,7.9400888889,8.962033333,2024,,RA-907
362,2,6.9028125,0.7215140818532234,6.392625,7.413,2023,3,RA-362
302,2,5.8241666665,0.7210132147855847,5.314333333,6.334,2023,5,RA-302
574,2,7.3690666665,0.7199289839163612,6.86,7.878133333,2023,2,RA-574
483,3,6.079601587333333,0.7129905583144556,5.263,6.578604762,2024,2,RA-483
762,3,6.782394202900001,0.7112697873685931,5.9677326087,7.28,2024,2,RA-762
626,3,6.4855411861666665,0.7097345026444144,5.818,7.231033333,2024,3,RA-626
982,2,7.620680086550001,0.7059472484655858,7.1215,8.119860173100001,2024,1,RA-982
1043,2,7.042273781250001,0.703675589725015,6.5447,7.539847562500002,2024,1,RA-1043
402,3,5.858927160611111,0.7025648205882818,5.261,6.632716667,2024,4,RA-402
299,3,7.4172428745111105,0.7007758467971293,6.796541667,8.177186956533333,2024,5,RA-299
835,2,7.75485,0.6955809406532073,7.263,8.2467,2023,,RA-835
692,2,7.0787333335,0.6933417689437474,6.588466667,7.569,2023,1,RA-692
1168,2,6.375339460800001,0.6911466185912144,5.886625,6.864053921600001,2024,3,RA-1168
43,2,5.9741,0.690277639794308,5.486,6.4622,2023,6,RA-43
576,3,8.168897222333333,0.6896683275641247,7.59,8.93195,2024,2,RA-576
271,3,6.931988888777778,0.6894498938935385,6.140333333,7.400633333333334,2024,5,RA-271
422,3,5.953660493811111,0.6863001539913544,5.544981481433334,6.746,2024,3,RA-422
768,3,7.694912648233334,0.6861398339989108,7.0345379447,8.4042,2024,1,RA-768
667,3,6.598665757088889,0.6838087250819705,5.844,7.177130604266668,2024,3,RA-667
651,3,7.9624333333666675,0.6837692325675532,7.332,8.689300000100001,2024,3,RA-651
930,2,8.408509210550001,0.6769710066232741,7.9298184211,8.8872,2024,,RA-930
620,3,6.276186243522222,0.6764121888694598,5.766892063566667,7.043666667,2024,3,RA-620
184,3,8.060566123755557,0.6763041290649513,7.28,8.471456704266666,2024,5,RA-184
707,3,6.8981872807,0.6762808636506592,6.4975618421000005,7.679,2024,2,RA-707
369,3,6.219994088333333,0.6755094316435137,5.667282265,6.973,2024,3,RA-369
715,3,5.952441771099999,0.6751533132382335,5.3098253133,6.656,2024,2,RA-715
164,3,6.417264132688889,0.6749774803150689,5.638666667,6.837125731066667,2024,5,RA-164
348,2,6.3409333335,0.6744855885835103,5.864,6.817866667,2023,2,RA-348
76,2,8.628516666666666,0.6738491922447397,8.152033333333334,9.105,2024,7,RA-76
376,3,6.664257862933333,0.6710466217512138,5.896573588800001,7.1392,2024,3,RA-376
1035,2,7.36116439375,0.6679769920427214,6.888833333,7.833495454500001,2024,1,RA-1035
937,2,8.85145,0.6678623548306932,8.3792,9.3237,2024,,RA-937
690,3,7.8458560606,0.6673595918927758,7.3853681818000005,8.6112,2024,1,RA-690
642,3,7.749819312288889,0.6671377169182282,7.082591269866667,8.416866667,2024,3,RA-642
128,2,6.0334541665,0.6653226627392301,5.563,6.503908333,2023,5,RA-128
384,3,7.462719684822223,0.662281675539891,6.757958333,8.072200721466668,2024,4,RA-384
644,2,7.363516666500001,0.6597070568567116,6.897033333,7.83,2023,2,RA-644
1163,2,8.2144353072,0.6576710230661932,7.749391667,8.6794789474,2024,4,RA-1163
665,3,6.293453787733334,0.6553317877296511,5.698703030200001,6.996,2024,2,RA-665
454,3,5.338903671322222,0.6533903498589811,4.603416667,5.8522943469666675,2024,4,RA-454
978,2,7.925700000000001,0.6533666658163705,7.4637,8.3877,2024,,RA-978
939,2,7.5127899209499995,0.6525323916081521,7.051379841899999,7.9742,2024,1,RA-939
1151,2,8.289534722033334,0.6499391623173943,7.829958333,8.749111111066668,2024,4,RA-1151
360,3,6.386350229722222,0.6471131084764502,5.790875,7.075,2024,3,RA-360
1059,2,8.221095833500002,0.6467964650721434,7.763741667,8.678450000000002,2024,2,RA-1059
540,2,7.7595166665,0.6456120612136558,7.303,8.216033333,2023,2,RA-540
745,3,7.886855555666667,0.6425899593466253,7.382,8.6102,2024,2,RA-745
700,3,7.6763151515,0.6419538526257184,7.005745454500001,8.2852,2024,1,RA-700
547,3,7.140763557444444,0.6418305966363553,6.467,7.745,2024,3,RA-547
606,3,6.724917424366667,0.6414660198863898,6.127,7.402491667,2024,2,RA-606
688,3,8.267244444433334,0.6377240306239716,7.771,8.986533333300002,2024,2,RA-688
841,3,6.705257074766667,0.6354199225561833,6.035771224300001,7.3,2024,2,RA-841
1015,2,7.091080357000001,0.6333243972692919,6.643252381000002,7.538908333,2024,2,RA-1015
196,3,8.169514201644445,0.6325089999900604,7.560991667,8.823550937933334,2024,5,RA-196
736,2,7.1535166665,0.6314699255899242,6.707,7.600033333,2023,1,RA-736
601,3,8.393161111,0.629673840981315,7.713,8.955783333,2024,1,RA-601
111,3,8.293384090800002,0.6296296131588014,7.566458333,8.667693939400001,2024,5,RA-111
181,3,7.911349915711111,0.6270702071042367,7.439841414133334,8.623,2024,5,RA-181
607,3,7.140559057966667,0.6268784528452768,6.44,7.6486021739000005,2024,2,RA-607
581,3,7.0880005176,0.6263632194682598,6.464,7.7167,2024,2,RA-581
981,2,7.0940369565,0.6260200796790508,6.6513739130000005,7.5367,2024,,RA-981
949,2,7.574771428550001,0.6256884861259446,7.1323428571,8.0172,2024,,RA-949
955,2,6.6875761905,0.6252574876429586,6.245452381,7.1297,2024,1,RA-955
1018,2,7.2647022727,0.6232471310209866,6.824,7.7054045454,2024,1,RA-1018
1081,2,8.105664285549999,0.6217320555352132,7.666033333,8.5452952381,2024,4,RA-1081
570,3,6.438799137233334,0.6209767078024885,5.722,6.8133640787,2024,2,RA-570
514,3,6.360571428466667,0.6200739260253977,5.823133333,7.039,2024,2,RA-514
53,2,7.1628166664999995,0.619166267597279,6.725,7.600633333,2023,6,RA-53
862,2,7.78393863635,0.618380950775583,7.346677272700001,8.2212,2024,,RA-862
132,3,8.060085714266668,0.617315835868121,7.350625,8.4746321428,2024,6,RA-132
577,3,7.236841925566668,0.6166061982297965,6.629159109700001,7.862,2024,2,RA-577
974,2,8.041460869549999,0.6133997608143025,7.6077217391,8.4752,2024,,RA-974
630,3,7.3813257247666675,0.6124819263541599,6.879985507300001,8.064,2024,2,RA-630
681,3,6.513127272733333,0.6118120689209602,6.0398818182000005,7.204,2024,1,RA-681
143,3,7.960574999888888,0.6115008467218312,7.449366666666667,8.638,2024,7,RA-143
1024,2,8.2202458333,0.6100504828650444,7.788875,8.6516166666,2024,1,RA-1024
1009,2,6.820194696950001,0.6007654209413219,6.395389393900001,7.245,2024,,RA-1009
1017,2,6.92542738075,0.5941026998002608,6.505333333,7.345521428500001,2024,2,RA-1017
934,2,8.7562,0.590434162290766,8.338700000000001,9.1737,2024,,RA-934
693,3,8.6210651515,0.5886218727542784,7.944,9.0112,2024,1,RA-693
1065,2,8.44872173915,0.5865758187950055,8.03395,8.8634934783,2024,2,RA-1065
829,3,8.568966666666668,0.5852851582419765,8.003,9.171825000000002,2024,2,RA-829
45,3,8.212689285800002,0.5815907276948258,7.591,8.743476190400001,2024,7,RA-45
743,3,6.9955818181666665,0.5717554285292252,6.659,7.655745454500001,2024,1,RA-743
339,3,7.859041359711111,0.5697136270462669,7.377583333,8.488,2024,4,RA-339
459,3,7.584607085466668,0.5680711167313474,7.233804589400001,8.240016667,2024,4,RA-459
27,2,7.5226333335,0.5637526666496975,7.124,7.921266667,2023,7,RA-27
137,3,6.523262061122222,0.5614026003831335,5.937025,7.056,2024,5,RA-137
90,3,8.831147222111111,0.5567972564491347,8.352033333333335,9.442,2024,7,RA-90
920,2,7.35709692985,0.5549330600274344,6.9647,7.7494938597,2024,,RA-920
359,3,7.241710449711111,0.5546711587570914,6.606,7.627125,2024,4,RA-359
624,3,7.641750224300001,0.5535012506053246,7.229425672900001,8.270825,2024,2,RA-624
675,2,7.966849999999999,0.5527453708535244,7.576,8.3577,2023,,RA-675
92,3,7.461731894666666,0.5526592270511127,6.957,8.052279017,2024,7,RA-92
418,3,8.489594444455555,0.5504454257966407,8.1686,9.125183333366667,2024,4,RA-418
739,2,7.208600000000001,0.5495633903381841,6.82,7.5972,2023,,RA-739
1181,2,6.586424170433333,0.5442494780221014,6.2015816738666665,6.971266667,2024,5,RA-1181
909,2,8.10403333315,0.5402295806143892,7.722033333300001,8.486033333,2024,,RA-909
637,3,7.6112848483999995,0.5390931660108175,7.039,8.109533333,2024,2,RA-637
157,3,8.382191666577777,0.5387455621086178,7.879008333,8.950566666733334,2024,5,RA-157
123,3,6.679860449622223,0.538657494692423,6.068333333,7.084,2024,6,RA-123
247,3,7.196148024266667,0.5372223429278327,6.646485739800001,7.72,2024,4,RA-247
58,3,8.2045263158,0.5358359665200854,7.70625,8.7713289474,2024,7,RA-58
944,2,7.44745,0.5356333867488099,7.0687,7.8262,2024,,RA-944
171,3,6.734338888777778,0.5346783303130436,6.293083333,7.3289333333333335,2024,6,RA-171
336,3,6.502998360488888,0.5333810763334182,5.887708333,6.834286748466667,2024,4,RA-336
57,3,7.058418476733333,0.5292471330050865,6.450875,7.4193804301999995,2024,7,RA-57
661,2,7.2196666665,0.5279730635216583,6.846333333,7.593,2023,2,RA-661
189,3,7.980952777777778,0.526747385713951,7.629,8.586533333333334,2024,5,RA-189
450,3,7.396271068888889,0.5239111992241885,6.819625,7.843,2024,4,RA-450
249,3,5.555576443,0.5229553469035108,5.097,6.125104328999999,2024,4,RA-249
425,3,8.413055555566666,0.522730606315891,8.10555,9.016616666700001,2024,4,RA-425
388,3,6.083380423155556,0.5217023492372308,5.630833333,6.654,2024,4,RA-388
98,2,8.985725,0.5208194996829498,8.617450000000002,9.354,2024,7,RA-98
42,3,7.057048478955555,0.5205867625593137,6.72,7.656628769866667,2024,6,RA-42
155,2,6.6849958335,0.5176080561493611,6.318991667,7.051,2023,5,RA-155
638,3,7.186784848633334,0.5161915058654964,6.7464878789,7.754866667,2024,2,RA-638
1149,2,7.7736041665,0.5140607376018125,7.410108333,8.1371,2024,4,RA-1149
888,2,8.5562,0.5119453095790606,8.1942,8.9182,2024,,RA-888
260,3,7.989642989311112,0.5104944988964902,7.44,8.448920634933334,2024,4,RA-260
44,2,5.9001666665000005,0.5065241573542614,5.542,6.258333333,2023,6,RA-44
419,3,7.813602631588889,0.5040825227815247,7.359,8.355707894766669,2024,4,RA-419
480,3,7.6628702379666676,0.5027901257641758,7.260202380900001,8.226408333,2024,2,RA-480
438,3,7.5608612319,0.5027746414349546,6.9883,7.930283695700001,2024,2,RA-438
125,3,7.078571031644445,0.5019052453916828,6.627079761933334,7.619,2024,6,RA-125
133,2,6.5217083334999995,0.4996298662376923,6.168416667,6.875,2023,5,RA-133
643,3,6.851424136033334,0.4993043638213409,6.402239075100001,7.389033333,2024,2,RA-643
80,3,7.557978058577778,0.497180361681638,7.252275,8.131659175733333,2024,7,RA-80
1155,2,7.470322222066667,0.4968289376942792,7.119011111133333,7.821633333,2024,4,RA-1155
183,3,7.717714679511111,0.4966778772839157,7.3,8.266902371533334,2024,4,RA-183
754,3,6.089466666666667,0.4956188690247104,5.6127,6.602,2024,,RA-754
382,3,6.268848537911111,0.48720604974122855,5.805712280733333,6.777,2024,4,RA-382
397,3,6.288791751622223,0.482859051122826,5.852,6.807291921866668,2024,4,RA-397
1220,2,6.805247222233334,0.47800025572681343,6.46725,7.143244444466667,2024,6,RA-1220
112,3,7.676639417888889,0.4760929449897797,7.141308333,8.052609920666667,2024,6,RA-112
151,2,7.227770833499999,0.4740856337673281,6.892541667,7.563,2023,5,RA-151
273,3,6.2050824822666675,0.4740621609425141,5.679,6.5991307798,2024,4,RA-273
93,2,8.608275000033334,0.4705442074934475,8.275550000066668,8.941,2024,7,RA-93
179,3,8.454451315911111,0.4700816055353017,7.993,8.932712280733334,2024,4,RA-179
1156,2,7.0092442821,0.46885523759746833,6.6777135642,7.340775,2024,4,RA-1156
945,2,7.7486404762,0.465360441385992,7.4195809524000005,8.0777,2024,,RA-945
85,3,6.775619795244444,0.46320877277094147,6.243,7.08435,2024,5,RA-85
32,2,7.0433333335,0.46197643013950845,6.716666667,7.37,2023,7,RA-32
319,3,7.9213026314888895,0.4602161814770481,7.448,8.367208333,2024,5,RA-319
457,3,8.1753696456,0.4600791021010059,7.68,8.5892756038,2024,4,RA-457
308,3,6.999280263044445,0.4592977501032153,6.578558333,7.489282456133334,2024,5,RA-308
84,2,6.3582083335,0.45791056614768616,6.034416667,6.682,2023,6,RA-84
204,3,7.446259075955556,0.4578699170021531,6.943,7.838218894866668,2024,4,RA-204
115,3,5.8697754542444445,0.4576942120358289,5.404184695733334,6.319141667,2024,5,RA-115
91,3,7.165218253977778,0.4505243289846773,6.645,7.426704761933335,2024,6,RA-91
975,2,7.4633333333500005,0.44825855879662174,7.1463666667000005,7.7803,2024,,RA-975
165,3,8.036394525533334,0.4402617923128005,7.583433333,8.4627502436,2024,5,RA-165
89,2,7.0118875,0.4399795169237997,6.700775,7.323,2023,6,RA-89
885,2,8.516200000000001,0.4369919907732872,8.2072,8.8252,2024,,RA-885
889,2,8.50024545455,0.4369277083322045,8.191290909100001,8.8092,2024,,RA-889
912,2,7.38840175435,0.4365702077301381,7.0797,7.697103508700001,2024,,RA-912
108,2,5.238899999999999,0.4357191985671503,4.9308,5.547,2023,5,RA-108
749,3,7.860339473700001,0.4354702167739018,7.484,8.3373184211,2024,,RA-749
702,3,7.763994444533334,0.43494597267556956,7.387,8.239866667,2024,,RA-702
87,3,8.937474853777777,0.4341082754847352,8.6625,9.437924561333332,2024,7,RA-87
195,3,8.0293665344,0.43363207488265826,7.60205,8.4690496032,2024,5,RA-195
1193,2,6.324282456000001,0.4330309525333476,6.018083333,6.6304815790000005,2024,4,RA-1193
383,3,7.992274795577778,0.4312675272318897,7.5408,8.4,2024,4,RA-383
240,2,6.6404833335,0.42782317260819835,6.337966667,6.943,2023,4,RA-240
56,3,8.588451169466667,0.4273228088538418,8.284333333,9.077020175400001,2024,7,RA-56
1198,2,7.2185041124,0.4196384881249178,6.9217748918,7.515233333,2024,5,RA-1198
432,3,6.786052777666666,0.41769629666992675,6.34,7.167975,2024,4,RA-432
316,3,8.344944444333334,0.417626949585717,7.889,8.708925,2024,5,RA-316
1199,2,7.319584523633333,0.41669970996303995,7.024933333,7.614235714266666,2024,5,RA-1199
81,3,7.795272222222223,0.4144599666813215,7.45425,8.256566666666668,2024,6,RA-81
